"Ranking","Team","Rating"
1,"Alabama",7.66395488678033
2,"Michigan",4.57788855056974
3,"Washington",4.4402856078545
4,"Ohio_St",4.29767718358824
5,"Wisconsin",3.05581390199762
6,"Penn_St",2.73912185645102
7,"Clemson",2.58502958426798
8,"LSU",2.5619988829727
9,"Auburn",2.47871219768361
10,"Louisville",2.29303558526375
11,"USC",2.17971633263724
12,"Colorado",2.08828920701488
13,"Iowa",1.85272534452188
14,"Texas_A&M",1.84943304713413
15,"W_Michigan",1.72695475597472
16,"Oklahoma",1.69532376170378
17,"Washington_St",1.66001960402212
18,"Virginia_Tech",1.6485886944051
19,"WKU",1.59197587307505
20,"Northwestern",1.57039321527709
21,"Miami_FL",1.50752395670453
22,"Mississippi",1.49957029618365
23,"Florida_St",1.46551927722171
24,"Stanford",1.45517198557934
25,"Utah",1.43848697274794
26,"Florida",1.41483427140972
27,"Pittsburgh",1.37849627909998
28,"Minnesota",1.33119172477169
29,"BYU",1.25535225856369
30,"Temple",1.2490926045978
31,"Nebraska",1.24124376311494
32,"Boise_St",1.23021284587168
33,"Houston",1.21249865413529
34,"Arkansas",1.13105911274034
35,"Tennessee",1.12973139266516
36,"Indiana",1.12902584694126
37,"Michigan_St",1.11250539161205
38,"Mississippi_St",1.10072047497884
39,"Vanderbilt",1.09546222756563
40,"Notre_Dame",1.08264990444743
41,"Oklahoma_St",1.06583023329983
42,"West_Virginia",1.06033945189415
43,"North_Carolina",1.05869588650539
44,"Georgia",1.05282268130636
45,"UCLA",1.04541173067943
46,"Georgia_Tech",1.0440555066989
47,"San_Diego_St",1.03764542942523
48,"Kentucky",0.939087166467049
49,"Kansas_St",0.931000867401726
50,"South_Florida",0.930884153946339
51,"Memphis",0.900383451298712
52,"Navy",0.880805625816473
53,"Toledo",0.872285822079102
54,"Appalachian_St",0.867216640629055
55,"NC_State",0.857592834123542
56,"Louisiana_Tech",0.851914909015023
57,"Oregon_St",0.821264400122902
58,"TCU",0.808180995561463
59,"Wyoming",0.78663288239396
60,"Texas",0.78500949774969
61,"Colorado_St",0.772214083952206
62,"Troy",0.765146515743709
63,"California",0.751416859976925
64,"Air_Force",0.745486118387444
65,"Oregon",0.72956114354651
66,"Tulsa",0.728076745278407
67,"Duke",0.719309847273573
68,"Arizona_St",0.689011094982024
69,"Arkansas_St",0.658441263204263
70,"Texas_Tech",0.651041485225868
71,"UCF",0.650627616799507
72,"South_Carolina",0.648870923347804
73,"Arizona",0.637254594545964
74,"Missouri",0.61960627330647
75,"Wake_Forest",0.619603128370799
76,"Baylor",0.606914375971586
77,"Ohio",0.600697473985192
78,"Maryland",0.564967705787986
79,"Virginia",0.537307368392618
80,"UT_San_Antonio",0.535718563024624
81,"Iowa_St",0.533822126980265
82,"New_Mexico",0.524057826555557
83,"Ga_Southern",0.510054717174392
84,"N_Illinois",0.506358518954533
85,"Southern_Miss",0.485388731527074
86,"MTSU",0.484658299185466
87,"Army",0.48406601264364
88,"Miami_OH",0.467880409337838
89,"South_Alabama",0.453534984254058
90,"Illinois",0.429190530825513
91,"Purdue",0.4242760408114
92,"Old_Dominion",0.42362129851796
93,"E_Michigan",0.416981895320761
94,"Syracuse",0.415152653026329
95,"Georgia_St",0.407529025986805
96,"C_Michigan",0.406826289404344
97,"Idaho",0.405724978039149
98,"Utah_St",0.399388372157784
99,"ULL",0.39912009045821
100,"SMU",0.382606542380267
101,"Tulane",0.379630970191962
102,"Cincinnati",0.375008069168297
103,"Ball_St",0.338231978402992
104,"Boston_College",0.336368409706012
105,"Rutgers",0.328453684501076
106,"Kent",0.322756756304709
107,"East_Carolina",0.304335160299662
108,"UNLV",0.302560851104628
109,"Nevada",0.298680085878892
110,"Connecticut",0.296402777331848
111,"Hawaii",0.276516486170979
112,"San_Jose_St",0.26904691419818
113,"Akron",0.263903046080011
114,"Massachusetts",0.262439601126375
115,"North_Texas",0.259237105044386
116,"Bowling_Green",0.256074615912293
117,"Florida_Intl",0.245449845199658
118,"Marshall",0.236846219773994
119,"Kansas",0.235746841522838
120,"New_Mexico_St",0.221119820875513
121,"Fresno_St",0.212938588564232
122,"Rice",0.195003089850805
123,"Charlotte",0.194529557218487
124,"UTEP",0.188417189588416
125,"Buffalo",0.170522851650955
126,"FL_Atlantic",0.161810427912037
127,"ULM",0.158232504899551
128,"Texas_St",0.103876546313159
