Ranking,Rating,Team
1,25.186688436288144,Ohio_St
2,11.951739094432243,Alabama
3,7.685262283323915,Auburn
4,7.592466782492588,LSU
5,6.402719655468591,Georgia
6,6.132880105727603,UCF
7,5.950391301661595,Oklahoma
8,5.201108404845165,Texas
9,5.106892409322178,Clemson
10,4.807541707570001,Penn_St
11,4.737876043977305,Notre_Dame
12,4.672361113886822,Oregon
13,4.671973598429336,Washington
14,4.65807108040179,Oklahoma_St
15,3.4196831928234768,Texas_A&M
16,3.081418302177198,Michigan_St
17,3.0658899772688994,Virginia
18,2.956801558773453,Pittsburgh
19,2.933800885021343,FL_Atlantic
20,2.9310560217753947,Wisconsin
21,2.9203760590337278,Utah
22,2.8792322371292705,Missouri
23,2.8389901752290507,USC
24,2.6164556890729127,North_Carolina
25,2.592504535395251,California
26,2.520269165504387,Arizona_St
27,2.3927708039439244,Tulane
28,2.369578875870727,South_Carolina
29,2.360127735368705,Florida
30,2.336239487484133,SMU
31,2.203061062248569,TCU
32,2.1547496405131352,Memphis
33,2.1118861727175697,Wake_Forest
34,2.0865108713054843,Houston
35,2.054040673476986,Mississippi
36,2.0185950143853444,Wyoming
37,1.9424101537709058,Stanford
38,1.9240482445956009,Kansas_St
39,1.9161004101914811,Florida_St
40,1.914637924690842,Boise_St
41,1.7822000541431082,Appalachian_St
42,1.7767320613684539,N_Dakota_St
43,1.5519618051331312,Iowa_St
44,1.5427062193582428,Air_Force
45,1.5079722638395539,Iowa
46,1.5078068637356579,Mississippi_St
47,1.4858101950690827,Baylor
48,1.4384011439468036,Washington_St
49,1.4004000482110925,Colorado
50,1.3977973459907176,Oregon_St
51,1.3836879687569428,Louisville
52,1.3533037887792239,Miami_FL
53,1.3508446959645588,Utah_St
54,1.349973084520292,Arkansas
55,1.3482061167734105,Tulsa
56,1.3152797669596328,Louisiana
57,1.2897142233130814,BYU
58,1.2742604804042712,Kentucky
59,1.2687170502819816,Hawaii
60,1.1696979539765104,Fresno_St
61,1.145652969823782,Vanderbilt
62,1.1044223656752368,Northwestern
63,1.0549968886313796,North_Texas
64,1.0394848668012429,Indiana
65,1.0140045627470997,Navy
66,0.9866561069587617,Minnesota
67,0.9552033871590243,Delaware
68,0.9297441377941893,Montana
69,0.9025707542337151,San_Diego_St
70,0.8874988462768818,Purdue
71,0.8836157805701162,Michigan
72,0.8717346187221071,NC_State
73,0.8423222182973492,UCLA
74,0.8302348226671521,Toledo
75,0.7982593953438936,Louisiana_Tech
76,0.7970965319967865,Nebraska
77,0.7966772743629041,Ohio
78,0.7803862248759315,UC_Davis
79,0.7562679316985742,Ball_St
80,0.7461775712624719,Rice
81,0.7405373454286011,Cincinnati
82,0.7328118226916208,Coastal_Car
83,0.7302010663472799,San_Jose_St
84,0.7197218360032208,Northern_Iowa
85,0.7160227814838755,West_Virginia
86,0.7140916752009818,Boston_College
87,0.7032813584613484,CS_Sacramento
88,0.691213401912439,S_Dakota_St
89,0.669496174108777,Colorado_St
90,0.656849180147385,Marshall
91,0.6517286805033494,Arizona
92,0.6486128454322853,James_Madison
93,0.629075470707571,Weber_St
94,0.6202089516454725,Arkansas_St
95,0.612981289582414,Army
96,0.6114947729582269,W_Michigan
97,0.5970957172327631,Charlotte
98,0.5879338741359625,Kansas
99,0.5837509695498426,Texas_St
100,0.544380128621342,SE_Louisiana
101,0.5212442707213294,Syracuse
102,0.5207988481414382,N_Illinois
103,0.5176758701934645,Old_Dominion
104,0.5008158911756493,ULM
105,0.491214921738011,Illinois
106,0.4646866320147309,WKU
107,0.4642119969467098,E_Michigan
108,0.45366084648948557,Tennessee
109,0.44102952458132927,Buffalo
110,0.43263380611744295,C_Michigan
111,0.4094934160688559,Maryland
112,0.40081948165814407,Florida_Intl
113,0.3985361288533529,Youngstown_St
114,0.3980954884157908,Liberty
115,0.39753338973034613,Idaho_St
116,0.38797969322951587,Cent_Arkansas
117,0.38513958073552745,Idaho
118,0.363933078368417,Prairie_View
119,0.3522729909276757,Duke
120,0.35155551266415475,Ga_Southern
121,0.35098034000672007,Nevada
122,0.35066849001053735,Villanova
123,0.34913903357481274,Temple
124,0.3416330582146602,East_Carolina
125,0.33657600186208536,Virginia_Tech
126,0.33544193551648144,Miami_OH
127,0.32381937770752167,E_Washington
128,0.3234261780142723,UAB
129,0.31034760878238105,Furman
130,0.30524060674798625,Troy
131,0.30130363528561965,Kent
132,0.3012132277617818,Albany_NY
133,0.2941794120089495,Southern_Miss
134,0.28287790301603066,Rhode_Island
135,0.2740429237897176,Austin_Peay
136,0.26605484745963215,Georgia_St
137,0.26016007521656687,Connecticut
138,0.25899146968327513,North_Dakota
139,0.25370571189106506,UNLV
140,0.2502274806399408,Towson
141,0.24751189539234134,Kennesaw
142,0.24140732274977794,Texas_Tech
143,0.24116292731211347,William_&_Mary
144,0.23959531965933922,Grambling
145,0.22975613753964386,Penn
146,0.2290905739102561,Jacksonville_St
147,0.2287458654146307,Stony_Brook
148,0.22528294114682662,Portland_St
149,0.2249364229024666,Cal_Poly
150,0.2244003713814756,Abilene_Chr
151,0.22026155469948072,South_Alabama
152,0.2195278578951585,New_Mexico_St
153,0.2194196281798212,Southern_Univ
154,0.21557550293721148,New_Hampshire
155,0.21418006088196231,San_Diego
156,0.20897362328464597,Sam_Houston_St
157,0.20774176567442892,Illinois_St
158,0.2049071931726635,Nicholls_St
159,0.19328707260456476,Maine
160,0.19328659989135108,Montana_St
161,0.19281826172366623,South_Florida
162,0.18395257045133995,Central_Conn
163,0.18044195703711496,Georgia_Tech
164,0.16885693394963885,Indiana_St
165,0.1665619755894864,Monmouth_NJ
166,0.16482802708700658,Rutgers
167,0.16132409517100538,N_Colorado
168,0.1610223616862363,Wagner
169,0.16065992373824664,Houston_Bap
170,0.16012731065555869,Lafayette
171,0.15894189309313025,Samford
172,0.1579967430058669,ETSU
173,0.1556896912100867,South_Dakota
174,0.14942631640156329,McNeese_St
175,0.14849428458246858,Dartmouth
176,0.14329420490411787,New_Mexico
177,0.14245801216458773,Alcorn_St
178,0.1405210144933321,Southern_Utah
179,0.13832319328569193,S_Illinois
180,0.13605239628245464,Ark_Pine_Bluff
181,0.1356108812391904,Citadel
182,0.12617750528397748,MTSU
183,0.12096327403314594,Northern_Arizona
184,0.11486839563153659,Georgetown
185,0.11479320885237315,Alabama_St
186,0.11376048567869398,Fordham
187,0.10893810743843085,Sacred_Heart
188,0.1017815762625868,Dayton
189,0.10064522187243156,Harvard
190,0.09990976716060236,Norfolk_St
191,0.09951572800366919,NC_A&T
192,0.0957795904666715,Duquesne
193,0.09304263820385546,Wofford
194,0.0924793833532231,Princeton
195,0.09141961659844207,UTEP
196,0.09115855438899952,Lamar
197,0.09024636914412587,Holy_Cross
198,0.08993084080686743,Tennessee_Tech
199,0.08991234617454516,Akron
200,0.0852402190011566,Lehigh
201,0.08490715143482028,St_Francis_PA
202,0.08259067016526839,Chattanooga
203,0.07881452522581806,UT_San_Antonio
204,0.07833432775191568,W_Illinois
205,0.07791486395157081,Elon
206,0.07629144579672008,Mercer
207,0.07620355862213933,Delaware_St
208,0.07560362616730625,E_Kentucky
209,0.07028167415444869,Robert_Morris
210,0.07008852153249946,Davidson
211,0.07004665434085178,Florida_A&M
212,0.06941822127784356,Yale
213,0.06659925208000936,Campbell
214,0.06567366363019832,Incarnate_Word
215,0.062156630316443875,Howard
216,0.06172420115989448,Massachusetts
217,0.06118077607223274,Northwestern_LA
218,0.06097467247384168,E_Illinois
219,0.057977595108766156,SF_Austin
220,0.0572589807125912,Tennessee_St
221,0.054701203215632876,VMI
222,0.05413766598901749,Colgate
223,0.054003266422328555,Richmond
224,0.05251411760660847,Missouri_St
225,0.05231614058927104,North_Alabama
226,0.05108327795804688,Columbia
227,0.05082536513261554,SE_Missouri_St
228,0.05065631384252931,Merrimack
229,0.05013748645734556,TN_Martin
230,0.04626580764807943,Bowling_Green
231,0.04558469220465297,Drake
232,0.04557666706359988,LIU_Post
233,0.04369364524830664,Bethune-Cookman
234,0.041902442535185935,Gardner_Webb
235,0.03875592159676278,MS_Valley_St
236,0.03516935757228307,Charleston_So
237,0.034296100388511865,Bryant
238,0.031121208835706626,Cornell
239,0.02938263059641698,TX_Southern
240,0.028985842703399267,Jackson_St
241,0.027209650203854033,Alabama_A&M
242,0.02720550519851177,Hampton
243,0.026039314490310637,Morgan_St
244,0.02553096923314974,Jacksonville
245,0.02405530500015001,S_Carolina_St
246,0.021739490986879443,NC_Central
247,0.019279968363789653,Bucknell
248,0.01373231117777126,Marist
249,0.012645454692753327,Presbyterian
250,0.011735195746303918,Brown
251,0.009317733539419748,Morehead_St
252,0.008355224411603203,W_Carolina
253,0.008042537816226894,Murray_St
254,0.007432332255713054,Valparaiso
255,0.0029760264332327974,Stetson
256,0,Butler
