"Ranking","Rating","Team"
1,9.32232299431454,"Clemson"
2,8.31862426650095,"Alabama"
3,7.9370613360734,"UCF"
4,7.79628756820657,"Georgia"
5,7.58966156909456,"Notre_Dame"
6,6.92961172188821,"TCU"
7,6.07724335179834,"Auburn"
8,6.05979888248914,"Oklahoma"
9,5.29247864750167,"Ohio_St"
10,5.1737210158187,"Oklahoma_St"
11,5.14631101341198,"Washington"
12,4.92899528142598,"Virginia_Tech"
13,4.04196564794007,"Penn_St"
14,3.40998059083713,"Miami_FL"
15,3.26226606660593,"USC"
16,3.01227330791743,"SMU"
17,2.95864118603378,"Washington_St"
18,2.91791639929312,"Oregon"
19,2.83809026256403,"Wake_Forest"
20,2.63810283162804,"West_Virginia"
21,2.62889378836892,"Maryland"
22,2.62716390676809,"Michigan"
23,2.47985171312195,"Iowa"
24,2.41113925752283,"Duke"
25,2.40589998899823,"Stanford"
26,2.3957568528,"Texas_Tech"
27,2.33362128623358,"Louisville"
28,2.2090475083495,"Michigan_St"
29,2.20660767630203,"NC_State"
30,2.18526364389915,"San_Diego_St"
31,2.16504884875777,"Wisconsin"
32,2.12870924966188,"Colorado_St"
33,2.08655971654278,"Texas"
34,2.04536135934895,"Kansas_St"
35,2.0189824576196,"Baylor"
37,1.87437475689717,"Arizona_St"
38,1.82362553164061,"South_Florida"
39,1.82315907748225,"Arkansas"
40,1.8222072489533,"Minnesota"
41,1.81262230508059,"Georgia_Tech"
42,1.79966432299331,"Florida_St"
43,1.7921836509782,"Texas_A&M"
44,1.78552574947134,"Colorado"
45,1.72254712781291,"Appalachian_St"
46,1.60837610024277,"Memphis"
47,1.60383597480077,"UCLA"
48,1.59984177201655,"Nebraska"
49,1.53059679257744,"UT_San_Antonio"
51,1.42775205407252,"Boston_College"
52,1.4275363731961,"Houston"
53,1.40242929413904,"Purdue"
54,1.39184079468491,"W_Michigan"
55,1.38787107791104,"Iowa_St"
56,1.35146456988919,"California"
57,1.28639178738123,"Boise_St"
58,1.28534527418804,"Virginia"
59,1.27139866901762,"South_Carolina"
60,1.24410583913256,"Kentucky"
61,1.24264561408399,"Arizona"
62,1.23779354004987,"N_Illinois"
63,1.21788819670643,"Mississippi_St"
64,1.20840757057142,"New_Mexico"
65,1.173449284295,"Florida"
66,1.15088582450428,"Toledo"
67,1.14771185941317,"Navy"
68,1.10253917240325,"North_Carolina"
69,1.09605042316929,"Indiana"
70,1.03503957609441,"New_Mexico_St"
71,1.03375537756851,"Vanderbilt"
73,1.02164845841176,"North_Texas"
74,1.00609547808224,"Northwestern"
75,1.0041645890983,"FL_Atlantic"
77,0.968263980075142,"Air_Force"
78,0.942309984635946,"Utah"
79,0.93514183517506,"Buffalo"
80,0.91875259842124,"Rutgers"
81,0.886965814417304,"Tennessee"
82,0.886211160940741,"Tulsa"
83,0.883151583212499,"Syracuse"
84,0.875455583645243,"Pittsburgh"
85,0.86241495361997,"Troy"
87,0.84310561660796,"Marshall"
89,0.800956082779792,"Ohio"
90,0.790026541183079,"Fresno_St"
91,0.778971716085655,"Cincinnati"
93,0.775294614574771,"Miami_OH"
95,0.74055596383906,"LSU"
96,0.717000792398885,"Army"
98,0.705045303318571,"Wyoming"
99,0.698955415837086,"Southern_Miss"
103,0.628308629974614,"E_Michigan"
104,0.620019353588787,"Temple"
106,0.59613168574543,"Arkansas_St"
107,0.589873544556387,"ULM"
113,0.526413679505169,"UNLV"
115,0.517342249311906,"Connecticut"
117,0.503768808673822,"MTSU"
118,0.49927745595839,"Louisiana_Tech"
119,0.491676477058516,"Massachusetts"
120,0.473256991302372,"Hawaii"
121,0.465982572318618,"Kansas"
122,0.456730768798317,"C_Michigan"
124,0.435302942764837,"Tulane"
125,0.430478479613716,"Texas_St"
126,0.426743115329268,"Nevada"
130,0.415782253137051,"Illinois"
136,0.39354649253942,"Idaho"
140,0.366551917886706,"Bowling_Green"
141,0.360203097492578,"WKU"
142,0.358872731958135,"Oregon_St"
145,0.33968941702602,"Utah_St"
146,0.33804899556438,"East_Carolina"
147,0.336531299827989,"Akron"
149,0.326307362966351,"UAB"
150,0.326134819243407,"BYU"
153,0.320898717269688,"Mississippi"
157,0.310429473405747,"Ball_St"
158,0.309663772416369,"ULL"
160,0.304269106442909,"Missouri"
161,0.297571105110189,"Old_Dominion"
166,0.27758224598765,"South_Alabama"
177,0.225089267510187,"Coastal_Car"
180,0.198780736831131,"Ga_Southern"
181,0.198731487595295,"San_Jose_St"
183,0.187155647517806,"Kent"
192,0.143287961164714,"Charlotte"
207,0.106783801717682,"UTEP"
210,0.0956799957812112,"Rice"
218,0.0776240655519997,"Florida_Intl"
224,0.0569007976915404,"Georgia_St"
