"Ranking","Team","Rating"
1,"Alabama",1.3359742645082
2,"Ohio_St",1.21959054307
3,"Michigan",1.16759473528098
4,"Clemson",1.08414240916334
5,"Washington",1.06891378793181
6,"Washington_St",1.02562363260007
7,"Wisconsin",1.01323392725409
8,"W_Michigan",1.01159066741205
9,"Penn_St",0.978208468905335
10,"Louisville",0.975695648807148
11,"Colorado",0.940638251221305
12,"Auburn",0.928404930609198
13,"Boise_St",0.920854236732431
14,"USC",0.913493473093823
15,"LSU",0.887443152970838
16,"West_Virginia",0.874945799322237
17,"Nebraska",0.873542981625218
18,"Oklahoma",0.873397067126026
19,"Houston",0.862635957944402
20,"Texas_A&M",0.852037732996262
21,"Florida_St",0.840148386199346
22,"Tennessee",0.826781587918144
23,"Stanford",0.826130377679039
24,"Utah",0.816953929082925
25,"Florida",0.804782284787891
26,"South_Florida",0.804299813502654
27,"Iowa",0.78764341276107
28,"Oklahoma_St",0.76999912678181
29,"San_Diego_St",0.764312217427777
30,"Toledo",0.755409067662725
31,"Northwestern",0.755239520967513
32,"Virginia_Tech",0.755139103199876
33,"Navy",0.748288598306738
34,"North_Carolina",0.739236798437453
35,"Troy",0.713725509668761
36,"Mississippi",0.701044896839909
37,"Minnesota",0.698289270496729
38,"WKU",0.697061986185403
39,"Temple",0.696521351504985
40,"Arkansas",0.693894977122394
41,"Tulsa",0.679471374223757
42,"Miami_FL",0.679140937669485
43,"Pittsburgh",0.67745386582578
44,"Appalachian_St",0.669245584821957
45,"BYU",0.649881700472652
46,"Georgia",0.632667667155821
47,"Wyoming",0.629051391760556
48,"Georgia_Tech",0.611039389164219
49,"Louisiana_Tech",0.599050920510695
50,"Arkansas_St",0.598664904110927
51,"Memphis",0.595615382219107
52,"UCF",0.586870321370538
53,"Air_Force",0.569505189911931
54,"Baylor",0.568278579714044
55,"TCU",0.563643647131146
56,"Kansas_St",0.56270868469797
57,"UCLA",0.548323040847225
58,"Texas",0.540772355126786
59,"Indiana",0.537095658697058
60,"NC_State",0.515942148673445
61,"Maryland",0.514727197673188
62,"Arizona_St",0.505586158795979
63,"Kentucky",0.502872865105347
64,"Wake_Forest",0.500708342711865
65,"Old_Dominion",0.493497585490831
66,"New_Mexico",0.484192380098767
67,"California",0.4650027507401
68,"South_Carolina",0.463039400465727
69,"Idaho",0.460642325912207
70,"Ohio",0.446093958672569
71,"Colorado_St",0.443485340609346
72,"Notre_Dame",0.443167797429318
73,"Mississippi_St",0.442964901681438
74,"N_Illinois",0.414517699751258
75,"C_Michigan",0.414407997916245
76,"Texas_Tech",0.414043213487065
77,"Oregon",0.397913065822154
78,"Vanderbilt",0.393605889533632
79,"Duke",0.392936047227726
80,"E_Michigan",0.38902880026935
81,"SMU",0.384587518096312
82,"Miami_OH",0.371948067011794
83,"MTSU",0.360716345085151
84,"Michigan_St",0.330558867280605
85,"Syracuse",0.324085293919879
86,"Oregon_St",0.308810591331179
87,"South_Alabama",0.29880463177605
88,"Ga_Southern",0.292304318899664
89,"Boston_College",0.290314459928263
90,"UT_San_Antonio",0.284920839428881
91,"Missouri",0.28438571420372
92,"Cincinnati",0.27466716106113
93,"Army",0.271958840196601
94,"Akron",0.271225951176956
95,"Southern_Miss",0.270964801270766
96,"Illinois",0.266604495451968
97,"Utah_St",0.247568521654899
98,"Virginia",0.246382423108484
99,"Arizona",0.246367879044737
100,"ULL",0.233004711205062
101,"Iowa_St",0.214286190488275
102,"Hawaii",0.202595172043587
103,"Kent",0.202167103652988
104,"UNLV",0.202128359226262
105,"Tulane",0.192763367517883
106,"East_Carolina",0.18412969262329
107,"Connecticut",0.17794308888148
108,"Rutgers",0.170074069160686
109,"Purdue",0.167397783151061
110,"Ball_St",0.162182831734959
111,"North_Texas",0.153653106269329
112,"ULM",0.152909082373293
113,"Bowling_Green",0.138226679790386
114,"Charlotte",0.0873870865144586
115,"San_Jose_St",0.084951393705466
116,"Florida_Intl",0.054189134996856
117,"Marshall",0.0536397177584784
118,"Georgia_St",0.0523907696928893
119,"New_Mexico_St",0.0520301979614445
120,"Nevada",0.0103802955320925
121,"Massachusetts",0.00851904047466456
122,"UTEP",-0.0533665007073113
123,"FL_Atlantic",-0.062368554394665
124,"Buffalo",-0.0646528512340715
125,"Texas_St",-0.0712158311552396
126,"Kansas",-0.0855231045619854
127,"Fresno_St",-0.106493965313973
128,"Rice",-0.140225135921786
